"Asian Paints","Wipro","Titan","SBI","L&T","Infosys","ICICI","CoalIndia","Bajaj Finance","Axis Bank"
764.3,557,364.75,2588,1683,4024,1391.68681318681,406.2,4499.95,2740.25
747,552,352.3,2550,1675,4026,1377.34203296703,398.1,4412.75,2767.5
737.1,545,360.5,2583,1668.2,4020,1396.06318681319,402,4560,2786.5
740,564.25,364.9,2620,1714,4070,1439.34065934066,405.3,4577.1,2844.75
707,547.6,353.45,2540,1674.8,4004,1405.05906593407,401,4650,2730
713,537,346.9,2543,1669.7,3920,1448.09340659341,398.95,4678.4,2762.75
705,541.9,344.7,2510,1670,3976,1449.06593406593,396,4671.6,2740
709.9,542.4,348.15,2560,1680,4028,1481.6456043956,398.35,4711.4,2765
717.1,546.9,354.95,2560.5,1720,4001,1478.72802197802,399.6,4780,2760
734.9,557.1,359.8,2600,1721,4020,1471.19093406593,397,4896.5,2756.25
743,561,361.6,2608,1723,4036,1490.64148351648,394.65,5219.35,2776
747,564,370,2690,1737.5,4100,1531.73076923077,400.7,5384.6,2880
753,559,359,2680,1768.1,4040,1525.65247252747,419.9,5320,2855.75
751,565,350.6,2610,1744.9,4000,1543.4010989011,412,5277,2830
749.1,555.55,353.5,2640,1804.85,3980,1533.67582417582,412,5385.9,2825
750.6,551,355,2580,1748,3952,1473.37912087912,408.25,5320,2765
738,550,355,2592.5,1789,3972,1511.79395604396,409.1,5424,2801.5
756.35,546,367,2620,1783.8,3960,1498.17857142857,422.9,5468,2795
761.55,553.35,364.2,2685,1810,4000,1526.86813186813,426,5501,2892.5
763,560,349,2679,1800,3948,1521.76236263736,425.4,5481.35,2900
765,546,355.85,2625.5,1783.9,3920,1502.55494505495,417,5530,2887.75
792,553.9,358.7,2706,1817,3960,1530.75824175824,420.75,5600,2910
823,551.95,362.5,2699,1800,3940,1500.12362637363,428.8,5540.6,2885
809.9,553.3,355,2670,1812,3840,1492.82967032967,419,5250,2890.25
804.5,548.1,360,2700,1850,3800,1523.95054945055,420.6,5030,2875
807.9,551.9,357,2715,1875,3760,1532.46016483516,423.85,5050,2894.5
824,558.5,358.6,2740,1862,3820,1538.78159340659,420.2,5105,2910.25
829.45,569,360.05,2688,1861,3887.6,1530.75824175824,439,5107.1,2935
850.25,587,350.9,2698,1870,3942,1534.16208791209,439.7,5180,2940
850,577,349.9,2729,1873,3959.6,1546.56181318681,439.5,5260.35,3040
827.1,569,349,2720,1871.45,4013,1546.80494505495,432.9,5194,3010
852,572.8,345.5,2674.5,1866,4088.8,1540.48351648352,425.8,5190,3000
817,580,339,2640,1840,4420,1519.08791208791,425.1,5199,2923.75
846,588,339.6,2700,1859.95,4412,1543.88736263736,432.55,5150,2955
846.5,588.8,337.2,2700,1835,4400,1526.625,430.55,5150,2930
849.5,569,340,2636.5,1800,4356,1460.73626373626,425,5148.9,2900
853,561.25,336.6,2595,1749,4308,1416.7293956044,423.6,5243.2,2800
836.5,559.7,344.3,2601.5,1765,4272,1400.43956043956,421,5374.8,2810.25
851.7,565,340,2537,1803.3,4360,1410.16483516484,424.4,5460,2855
857.55,562.5,342.5,2589,1780,4316,1429.12912087912,423,5442.95,2835.5
884,570,323,2707,1721,4320,1485.29258241758,441.15,5500,2875
882.2,570,318.9,2829,1781,4312,1522.00549450549,430.15,5700,2885.25
905,564.1,317,2890,1779.9,4260,1527.3543956044,444,5633.9,2900.5
920,575.25,326,2862,1778,4360.8,1526.38186813187,438.5,5565,2902.5
916,572,327.8,2882.5,1825,4357.8,1512.28021978022,432,5463,2915
907.9,569.9,335,2817,1833.75,4388,1512.28021978022,417.7,5535,2905.25
902.15,564,330,2860,1816,4395.6,1507.41758241758,409,5463.9,2883.5
885,560,330,2677,1794.9,4440,1462.92445054945,396,5448,2865
875,579,331,2595.5,1770,4588,1429.61538461538,371,5330.05,2810.5
880,572.1,329.75,2614,1771,4664,1427.4271978022,377.5,5374.6,2837.75
896,579.7,336.45,2720.5,1797.8,4600,1471.43406593407,379,5412.2,2854.75
903,576,338,2814,1788,4588,1477.26923076923,375,5400,2825
900,575,335,2831,1799.9,4664,1466.08516483516,364.9,5399,2804.75
905,580,341,2787,1800,4680,1468.51648351648,356,5370,2756.5
879.45,575,339,2630,1757.8,4564,1428.15659340659,348.8,5250,2620
869,569.95,330,2550,1699,4480,1364.21291208791,341,5200,2500
840,550,332.5,2490,1642,4384,1342.08791208791,338.25,4871.5,2440
852.15,550,328.7,2537,1640,4396,1371.26373626374,354.5,4921,2499.5
870,553,326.55,2515,1622,4360,1385.85164835165,362.2,5036.45,2525
856.1,551.35,345.1,2540,1640,4380.8,1388.28296703297,367,5105,2586.25
856.5,566,345,2490,1616,4520,1376.12637362637,357,5050,2535
847,570.2,335,2451,1582,4359.8,1337.22527472527,362,4980,2505
825,565.05,334.2,2418,1580,4400,1338.44093406593,358,5043.55,2413.5
812,560,325.1,2339,1543.8,4440,1303.18681318681,347.9,5079,2360
826.6,568,327.35,2325,1560,4431.2,1287.14010989011,346,5205.05,2417.5
816,554,333.5,2269,1547,4324,1261.125,350,5083.05,2350
791,545,334.9,2228,1517,4252,1220.76510989011,337.6,5056.85,2255.25
800,569,325.5,2341,1586.3,4352,1302.21428571429,345,5068.8,2425
818,561,324,2278,1577,4352,1264.28571428571,339,5000,2392.5
814.9,555,327,2305,1628.8,4368,1301.72802197802,341,5100,2440
820.8,560,328.5,2319,1605.6,4384.8,1297.35164835165,334.05,5050,2410
843,567.5,329.15,2351.5,1607,4396,1331.39010989011,341,5158.05,2490
836,573.2,329.1,2368,1570.3,4420,1325.06868131868,340,5251.6,2443.5
825,580.4,328,2390,1560,4440,1342.08791208791,339.3,5225,2505
841.3,586,322,2400,1535,4420,1332.36263736264,343.1,4950,2564
830,594,320.2,2479,1556,4460,1351.81318681319,344,4955,2655
798,587,318.6,2360,1475,4439.2,1298.32417582418,321.7,4750,2500
795,593.9,320.05,2400,1488.8,4444,1317.77472527473,327,4853.3,2554.75
809,600,326.65,2410,1468.8,4560,1322.1510989011,320.3,4900,2577.75
808,592,324,2370,1424.9,4408,1288.11263736264,307,4800,2510
805,596,324.8,2450,1460,4532,1317.77472527473,317.85,5120,2549.5
846,598,315,2420,1480,4679.6,1327.5,329,5165.25,2514.5
840,600,327.25,2380,1508,4704.2,1317.77472527473,330.9,5118.3,2512.75
860,601,330,2422,1563.7,4740,1378.80082417582,332.2,5249.95,2585
860.5,600,348.5,2402.5,1559,4631.6,1371.26373626374,342,5171.05,2519.25
870,590,349,2430,1546.8,4560,1375.64010989011,346.4,5106,2497.75
881,586,343.6,2457,1549.6,4532,1366.4010989011,346.25,5079.35,2477
858,600,332.25,2440,1555,4810.8,1400.43956043956,337.9,5007.65,2475.25
863,584.6,347.4,2440,1561.8,4428,1395.57692307692,333.5,4960,2439.5
865.3,585,343.05,2433,1540,4360,1381.23214285714,340,4956.05,2452.25
865.05,588,348.7,2455,1550,4408,1380.98901098901,335.7,4955.35,2487.5
869.5,578,350.15,2500,1565,4400,1389.25549450549,342,4986,2475
885,578.6,350.1,2565,1610,4400,1410.16483516484,339,5000,2517
873,577.55,351.5,2552.5,1585,4452,1396.54945054945,336.65,5036.4,2533.5
875,576.9,352.2,2544,1572,4503.8,1391.44368131868,335,5394,2549
865,577.8,350.1,2525.5,1565,4560,1385.85164835165,338.5,5340.05,2575
834,568.2,346.1,2550,1523.5,4600,1400.43956043956,343,5293.25,2640
816.1,566.1,345,2511.5,1505,4604,1384.39285714286,334,5280.05,2593.5
825,574.4,341.4,2482.5,1490,4584,1361.53846153846,331.6,5320,2460.5
828.35,573.1,350.1,2416.5,1497.8,4600,1327.01373626374,332.9,5228.75,2430
831.8,574,347,2385,1474,4570.8,1323.85302197802,322,5200,2360
828,574.4,333.55,2387,1403,4520,1346.95054945055,323.9,5208,2385
831,575,359,2394.5,1398,4536,1365.91483516484,325,5245,2410
816,577,352,2390,1385,4592,1366.4010989011,328,5270,2397.5
810,572,346.1,2386.5,1377,4556,1326.04120879121,331.9,5359.95,2363.25
807,571.7,347,2352,1372,4500,1312.42582417582,338,5331.4,2314.75
797,569,346,2365,1350.1,4480,1263.79945054945,338,5214.85,2269.25
815.4,560,353.9,2454,1357.8,4536,1276.92857142857,339,5340,2325
803.4,556.35,353,2434,1369.9,4460,1283.73626373626,330,5399.9,2375
804.5,555.7,351.95,2424,1362,4428,1266.71703296703,330.5,5399,2380
801.25,551,356,2395,1331.95,4340,1270.36401098901,336,5290.55,2420
805,555,359.3,2500,1370,4328,1318.74725274725,331.95,5300,2420
809,555.85,356,2472,1356.7,4176,1298.32417582418,333,5225.05,2376.25
825,555.95,365,2435,1357.2,4128,1279.35989010989,335.05,5274.4,2340
823,562,370,2440,1360.3,4200,1287.86950549451,333.75,5415,2315
837,571,370,2440,1374.8,4206,1298.32417582418,332.25,5466.1,2305
851,570,382,2425,1366.8,4180,1283.73626373626,331.15,5499.95,2314.75
858,563.85,384.95,2415.5,1346,4176,1283.49313186813,332.6,5570,2325
865,569.05,388.2,2428,1339.95,4200,1289.3282967033,337,5533.8,2345
860,570,379.95,2500,1367,4280,1305.13186813187,335.5,5580,2340
840,578.15,383,2504.5,1377.45,4354,1337.22527472527,331,5514.4,2350.5
844.6,582.05,378,2501,1370,4328,1336.25274725275,343.2,5607.95,2310
848,587,375,2447.5,1350,4250,1309.99450549451,339,5580,2300
842,572.8,374.9,2400,1344,4212,1282.27747252747,334.9,5530.05,2300
843.8,570,368,2422,1350,4208,1283.73626373626,339,5440,2319
871,578,367,2382,1340,4180,1277.41483516484,327.55,5460,2301
860,565.6,365,2360,1320,4176,1272.06593406593,316.35,5525.5,2292.5
842,569.8,360.05,2366,1306.2,4140.4,1269.14835164835,308.5,5521.25,2272.25
861.2,566,369,2330,1313,4200.4,1264.28571428571,310.95,5515,2256.5
855,566,350,2260,1289,4200,1208.36538461538,307,5500,2188
876,567,353.9,2269.5,1275,4300,1208.36538461538,317.05,5410,2160
879,553,365,2273,1290,4320,1205.4478021978,315.9,5630,2182.5
870.2,555,356.1,2300,1290,4400,1238.75686813187,316,5640,2205.25
875,553.2,353,2305,1294.8,4392,1230.24725274725,316,5735,2174.5
880,553,361,2267.5,1288,4300,1220.52197802198,314.65,5770.05,2170
875,556,358,2321,1292,4400,1249.94093406593,318.05,5880.6,2211.75
880,558.7,361.35,2298,1286.1,4352,1263.79945054945,319.15,5920,2249.5
880,555.8,359.55,2305,1294.05,4400,1276.44230769231,325.1,5891.8,2265
880,556,353,2286.5,1295.3,4370.8,1258.45054945055,324,5912,2257.25
883.7,558.5,349.8,2298.5,1300,4404.4,1285.68131868132,325.55,5903.85,2280
882,564.1,351,2292.5,1295,4400,1278.87362637363,322,6019.15,2295
876.45,558.25,350,2261,1287,4352,1282.03434065934,324.7,5998.95,2275.75
882.95,558,346.7,2250,1276,4400,1269.14835164835,329.8,6022.55,2250
880,560,351,2274,1290,4412.6,1278.38736263736,333.5,6070,2244.25
881,561,352,2222,1265,4332,1254.56043956044,330.6,6050,2195
906,557,347.55,2182.5,1260,4292,1246.78021978022,325,5979,2198.5
885,553,347.95,2150,1226.1,4240,1196.20879120879,326.1,6100,2121.25
875.1,552,344,2114.5,1215,4224,1194.99313186813,327,6111.6,2074.5
875,555,342.2,2070,1168,4240,1180.40521978022,319.8,6300,2046.25
877.5,538.4,345,2050,1185,4236,1167.51923076923,315.05,6361.2,2090
878,551,348.5,2010,1191,4200,1158.76648351648,317,6245.95,2050
865,541.8,347.05,1974.5,1137.7,4272,1142.23351648352,314.1,6055,1980
896,549.8,341,1975,1142,4580,1147.58241758242,320,6040,1959.25
882,537.3,336,1850,1106.05,4552,1091.90521978022,318,5952,1866
870.9,545,334,1838,1083.9,4540,1094.09340659341,312.5,5510.05,1884.25
839,545,335.6,1808,1103.9,4556.4,1097.98351648352,308,5600,1935
854,542.15,344.5,1770,1125.3,4512,1098.95604395604,300.2,5662.1,1991.5
851.05,556,344.35,1771,1113.3,4560,1132.99450549451,290.8,5760,2090
872.55,548.95,348.15,1879,1150.3,4560,1142.71978021978,302,5865.3,2143.5
880,550,355.55,1849,1119.7,4597.6,1157.30769230769,305,5855,2118.75
857,552.55,350,1845,1107.3,4552,1157.30769230769,305,5965,2084.75
861,548.9,346,1842,1072,4540,1050.32967032967,306.6,5775.6,1985.75
873.55,562.05,365.9,1820,1125,4680,1106.9793956044,320.5,5950,2050
887.4,571,360,1730,1126,4688,1060.05494505495,329.9,6029,1995
875,564.45,351.95,1682,1110,4684,1008.99725274725,317.8,5780,1930.25
884,558.6,355.2,1689,1125,4656,1006.56593406593,317.1,6424.95,1929.75
890,555,362.05,1640,1137,4716,996.840659340659,324,6370.9,1920.75
899.25,558,370.9,1700,1139,4680,1026.01648351648,327.1,6700,2001
885,541,371,1697,1121,4520,993.679945054945,318,6625,2015
880.1,539.1,364,1651,1109.65,4432,990.519230769231,307,6589.95,1999.75
878.5,535.3,370.4,1599.5,1118,4456,991.978021978022,313.5,6499.95,1955
855,522,356.05,1570,1100,4344,964.747252747253,307.9,6200,1905
865,520,358.9,1581,1074.9,4360,946.755494505495,305.2,6106,1990
858,531,360,1708,1158.2,4360,1004.62087912088,325,6229.85,2102.75
841,527,349,1553.5,1109.9,4328,953.076923076923,318.8,5977.9,2047.5
856,531.5,329,1616,1135,4388,945.296703296703,315.55,6150,2025
835.9,536,332.15,1583,1148.95,4491.6,952.590659340659,317.55,6150,1989.75
854.15,548,340,1658,1153.9,4532,962.802197802198,313.1,6080,1984.5
870.85,541.5,338.1,1650,1155,4532,971.068681318681,313.95,5952,1990
875,542.35,332.45,1562,1125,4492,920.010989010989,301.25,5870,1923.5
874,536,339.75,1576,1116,4500,914.175824175824,296.8,5830.5,1932.5
863,539,328.1,1553,1097,4452,897.885989010989,302.25,5795,1923.25
866,530,330.15,1587.5,1113,4520,899.587912087912,314,5816,1945
856,523.25,316.7,1600,1090,4392,948.700549450549,312,5970,1897.5
872.25,540,340,1725,1141.3,4528,1026.01648351648,318.75,6280,2008.5
875,540.1,334.9,1840,1145.1,4676,1062.48626373626,313.1,6397.5,2055
884,545,342.5,1834,1219,4680,1076.58791208791,314.1,6249,2088.5
870,538,338,1870,1200,4680,1073.91346153846,334,6338.55,2080
870.5,544,345.75,1806.5,1187.75,4588,1035.74175824176,325.3,6284,2049.25
874,538.05,341,1845,1215,4656,1058.10989010989,326.6,6450,2090
899.8,536.95,338.4,1802,1194,4584,1044.98076923077,323.2,6390.1,2069.25
900,544,347.05,1823.5,1195,4600,1060.54120879121,292.9,6420,2089
905,543,342.25,1820,1185.2,4584,1084.8543956044,298.4,6516.75,2087.5
879.9,535.4,344.2,1848,1188,4559.8,1070.75274725275,295.65,6464.5,2095
871,540,341,1880,1197,4624,1118.40659340659,296.9,6500,2150
867.6,541.05,339.7,1864.5,1199,4644,1111.11263736264,295.75,6541.1,2145.5
875.05,550.05,341.85,1937.5,1195,4748,1132.99450549451,297.5,6625,2190
860.1,558,342,1977,1235,4776,1144.66483516484,296.95,6658,2227.5
854,553,359.8,1970,1242,4756,1128.13186813187,294.6,6628,2187.5
853.75,556,353,1968,1241,4919.8,1142.23351648352,298.5,6882,2187.75
837,557.6,325,1888,1208.7,4800,1090.2032967033,294,6687.2,2125
863.9,553.7,331,1915,1205,4800,1107.95192307692,298,6700,2160
880,563,338.3,1980,1228,4840,1157.30769230769,298,6787,2210.5
860,565.2,342,1940,1216.5,4848,1146.85302197802,292,7000,2218.25
875,570,339.5,1980,1240,4848,1168.97802197802,288.65,6884.6,2264.5
885,566.05,346.1,1930,1233,4972,1152.20192307692,285,6823,2218.5
872,555,346.9,1850,1196,4898,1103.81868131868,276.4,6875,2170
868.95,557.6,345.9,1840.5,1215,4848,1084.36813186813,276.7,6980,2139
857,549.9,340,1812,1184,4700,1070.99587912088,282,7035,2142
852,549,337.6,1836,1194.65,4668,1083.3956043956,280.4,7125.1,2129.75
862,566,347.65,1883,1215.95,4740,1094.09340659341,281,7199,2156.25
869,583.75,350.65,1911,1235,4776,1129.59065934066,278.7,7370,2195
878,588.1,353.8,1916.5,1235,4982.2,1182.10714285714,277.45,7451,2225
884.3,595,369.95,1884,1256.3,4980,1161.9271978022,277,7350,2227.5
885.55,570.05,380.8,1900,1268.2,5000,1196.20879120879,280.4,7256.55,2317.5
887.95,560,369,1930.5,1250.1,4884,1249.6978021978,288.9,7019.95,2335
881,560,373,2010,1265,4856,1234.38049450549,288.2,6975,2370
863,553.2,373.6,1966.5,1260.05,4860,1225.38461538462,289.4,6843.1,2353.25
876.9,554.7,370,2011,1281,4919.6,1220.52197802198,289.9,6975.1,2320
889.5,560,371.3,1965,1277.8,4932,1193.77747252747,292,6999,2325
878.6,554.8,363,1916.5,1260,4848,1167.51923076923,284.5,6970.6,2338.5
866,557,361,1880,1248.8,4856,1108.68131868132,288,6813.4,2375
874.9,548.6,365.9,1873,1250.05,4800,1099.68543956044,288.7,7090,2365
875,541,358,1839.5,1246.7,4764,1064.91758241758,278,6975,2333.5
872,539.5,357,1805.5,1249,4764,1045.46703296703,279.85,7000,2316
864.9,545,364,1805,1269.8,4768,1039.875,280.5,7200,2295
889.4,533.45,352.05,1861.5,1262.4,4760,1069.78021978022,281,7300,2325
901.1,541.2,362,1885,1297.9,4800,1097.98351648352,286,7399,2395
895.9,540,366,1856.5,1298.7,4820,1069.78021978022,280,7370,2400.5
920,540,371.55,1871,1321,4835.8,1109.16758241758,284.5,7500,2500
927,545,374.2,1871.5,1313.9,4828,1123.26923076923,280.95,7744,2456.25
945.05,540,365,1850,1290,4840,1104.06181318681,281.45,7625,2450
951,543,365.9,1785,1289.05,4872,1094.33653846154,283.5,7777.1,2445
966.15,540.65,361.05,1771,1289,4814,1088.01510989011,285,7744.45,2500
965,540.25,366.2,1810,1305.1,4836,1101.38736263736,283.65,7775.9,2506.75
957.05,543.25,364.65,1730,1271.05,4816,1096.76785714286,280.2,7745,2461.25
955,543.3,367,1728,1263.9,4806,1079.50549450549,280,7777,2465
946.7,540.8,364,1689.5,1243,4760,1074.88598901099,280,7700,2411.75
962,541.8,364.2,1712,1250.5,4784,1103.81868131868,281,7500,2460
985,546.5,365,1758,1404,4832,1143.20604395604,280.2,7440,2510
990,546,363,1850,1475,4920,1165.81730769231,281.8,7538.05,2605
990,545,359.9,2000.5,1469.95,4988,1186.48351648352,287.9,7700,2575
985,550,373,1987.5,1481.2,5072,1201.31456043956,294,7665,2575
990,547.4,358.95,2060,1465,4964,1189.88736263736,293,7550,2625
1010,559.9,359.95,1980,1460,5012,1162.65659340659,297.55,7626.8,2553.5
1020,541.25,358.2,2010,1480,5056,1181.62087912088,309,8000,2640
1022,541,354.5,1972.5,1470,5080,1186.48351648352,309.45,7907,2715
1022.35,542,354.85,2000,1469.1,5068,1187.45604395604,306,7800,2699.5
1031.5,542.9,360.7,2105.5,1499,5040,1238.02747252747,307.95,7730,2675
1019,545.1,363.5,2100,1511,4915.6,1251.64285714286,307.45,7772.55,2720
996.95,543,366,2090.5,1491,4702,1235.10989010989,313.25,7701.05,2709.25
991,540,360.05,2008,1476,4704,1205.93406593407,306,7570,2655
998,541.9,364.3,2041,1469,4732.4,1203.25961538462,310,7496.2,2675
986,544.8,367.6,2099,1461.1,4720,1199.61263736264,309,7506.7,2660.25
998.4,546.6,367,2162,1509.95,4774.8,1184.0521978022,309,7650,2635
1010.45,553.95,373.35,2169,1500,4760,1176.27197802198,308.9,7630,2639.5
995,554.8,375,2080,1469.1,4712.8,1140.28846153846,311,7600,2580
991.5,559.9,376,2151.5,1507.9,4836,1167.2760989011,312.1,7550.45,2625
983,563,377,2140,1495,4789,1164.35851648352,314.9,7592.7,2595
984.1,563,370,2133,1490,4799.6,1166.06043956044,318,7585,2589.75
970,553.55,381.2,2070,1460,4796,1117.92032967033,309,7550,2525
975,556.9,395,2112.5,1440,4704,1124.48489010989,310,7560,2550
974.05,546,393,2174,1469.95,4665,1125.21428571429,308.95,7721,2575
983.6,543,389.6,2176.5,1483,4660,1144.66483516484,313.3,7690,2595
1002,555,396,2200,1490,4770.8,1163.38598901099,315,7704.2,2600.75
1003.55,565.8,410,2205,1499,4720,1180.64835164835,313.5,7979,2675
1004.25,560,410,2216.5,1550.35,4704,1176.75824175824,310.9,8150,2730
1001,560,404.5,2230,1566,4740,1217.6043956044,317.3,8170.1,2707.5
986.05,566.1,403.4,2235,1576,4701.8,1192.80494505495,325,8169.95,2698.5
991,558,402,2209.5,1559.9,4708.8,1184.53846153846,313.9,8097,2705
1013,565,406.15,2230.5,1552.3,4660,1196.20879120879,315,8200,2752.5
1028.75,569.85,402,2246,1561,4696,1225.38461538462,322,8600.15,2751
1025,572,405,2277.5,1570.05,4720,1277.9010989011,319,8636,2822
1009.5,570,406,2272,1557.95,4780,1273.03846153846,325,8550,2782.75
1019.05,569.05,425,2330,1565,4745.4,1312.91208791209,324.7,8700,2795
1031,557,427,2324,1585,4300,1293.46153846154,320,8800,2859
1030,548,413.1,2290.5,1575,4346,1288.5989010989,321.55,8780,2859.5
1027,511,412,2319,1570,4284,1300.75549450549,318.95,8607,2828.75
1029.3,539.9,411.8,2319,1575,4320,1298.32417582418,330,8641,2794
1043,540,410,2255.5,1561,4300,1274.01098901099,333.9,8717,2692
1047.8,537.45,410.65,2239.5,1575,4260,1278.87362637363,330,8860,2575
1074.7,542.9,413,2300,1588,4320,1308.04945054945,334.5,9011.05,2690.75
1068,546.9,414.15,2271.5,1594.95,4354.8,1275.46978021978,325,9900,2762.5
1072,548.5,411.65,2295,1602,4350.2,1329.44505494506,326.05,9850,2759.5
1136,552,424,2307,1589.8,4312,1317.77472527473,330,10330,2715.75
1120,545.5,423.35,2309.5,1561,4296,1249.6978021978,330,10520,2730
1124,558.65,424,2295.5,1495,4359.6,1215.65934065934,326.5,11250,2755.75
1130,552,425,2287,1509,4340,1193.29120879121,324.3,10960,2732.5
1155,553,414.4,2281.5,1495,4360,1186.72664835165,329,10240,2747.25
1130,547.3,406.8,2263,1480,4260,1182.83653846154,322.65,10285,2754.5
1154,547,416.8,2339,1516.05,4272,1200.58516483516,329.4,10300,2847.25
1149,546.6,424.9,2348,1508,4316,1193.29120879121,334.1,10037.05,2851.25
1147.05,551,420,2370,1500,4319.6,1199.36950549451,338.8,10055,2865
1130.3,541,405,2319,1480,4327.6,1167.03296703297,338,9910.55,2845
1133,546,409,2269.5,1480,4300,1187.21291208791,337.8,10006,2844.5
1137.95,540,402,2452,1491.2,4168,1211.5260989011,337.55,10188,2970
1130,536,404.6,2461,1505.45,4184,1209.33791208791,337,10139.1,2933.75
1114,531,405,2460.5,1492.5,4140,1206.42032967033,349.75,10225.55,2950
1108.55,529.2,404.9,2550,1486,4106,1230.73351648352,340.4,10188,2984.25
1120,519,400.9,2591,1493,4084.4,1238.51373626374,330,10200,2945
1122.05,516,407,2560,1493.95,4065.8,1221.98076923077,336,10167,2924.75
1124.5,520.1,408,2547.5,1480,4180,1216.38873626374,337.9,10101.6,2915
1120.15,519.6,406,2547,1475,4232,1210.31043956044,333.7,10047.35,2925
1101.1,504.9,396.3,2504,1455,4148,1210.55357142857,332,10400,2930
1126,491,410,2460.5,1435,4080,1195.96565934066,333,10481,2930
1118,479.9,403.5,2491.5,1465,4148,1222.46703296703,335,10888.7,2951
1150,490,408,2525,1473.85,4166,1249.6978021978,334.35,10820,2959.75
1157.1,492.5,418.2,2524.5,1510,4144,1254.31730769231,333.65,11180,2980
1160,483.95,418,2521,1509.45,4148,1274.01098901099,335.3,11210,2975
1170,485.1,418,2570,1510,4160,1274.01098901099,332.5,11250,3000
1205,486.8,445,2624.5,1515.9,4180,1327.98626373626,328.8,11268.95,3180
1178,478,423.5,2680,1515,4192,1356.43269230769,332.2,11600,3122.5
1183,476,433,2685.5,1537.9,4152,1346.95054945055,333,11794.5,3135
1165,477,422,2577,1498.6,4112,1298.32417582418,329.7,11200,2990
1154,483,414.9,2542.5,1463.5,4220,1303.18681318681,324,11000,2960
1166,482.5,415,2580.5,1475.2,4192,1322.63736263736,325,11100,3005
1170.3,479.2,406.2,2573.5,1476.1,4204,1327.5,325,11127,2960
